pickup_location,drop_location,trips,revenue
"Noida Sector 37",Mahipalpur,2,333.75
"Ghaziabad Railway Station","Red Fort",2,1054
ITO,"Laxmi Nagar",2,404.5
"Noida City Centre","Jama Masjid",2,1315
"Greater Kailash","Noida Sector 18",2,1181.75
Janakpuri,"Golf Course Road",2,1412
"Karol Bagh","Sarojini Nagar",2,1422.45
"Vasant Kunj","Noida Sector 78",2,749.2
Pitampura,"Noida Sector 18",2,504
Ecotech,"Noida Sector 18",2,827.25
Daryaganj,"Old Delhi Railway Station",2,1581
"Noida Sector 78","Udyog Vihar",2,1265.55
"Anand Vihar Railway Station",Kalkaji,2,1485.5
"DLF Phase 4",Loni,2,1402
Janakpuri,"Nehru Place",2,1999.2
Mahipalpur,Kalkaji,2,1610.5
"Noida Sector 63","Noida Sector 137",2,667.05
"MG Road",Manesar,2,843.75
"Logix Mall",Daryaganj,2,946.5
"Noida Sector 15","Delta 1",2,712.5
"Gamma 1",Surajpur,2,879.5
"Red Fort",Seelampur,2,1316
"RK Puram","Golf Course Road",2,683.75
"Sector 45 Gurugram","DLF Phase 3",2,273
Ecotech,Seelampur,2,742.5
"Lajpat Nagar","Huda City Centre",2,1412
"Noida Sector 78","Mandi House",2,1206
"Dilshad Garden",Surajpur,2,486
"Rajouri Garden","Noida City Centre",2,446.75
Indirapuram,"Ambience Mall",2,533.25
Dwarka,"Noida Sector 16",2,1837.2
"Rajouri Garden","Red Fort",2,854.25
Daryaganj,"Jama Masjid",2,889.4
"Nehru Place","MG Road",2,1429.5
AIIMS,"Red Fort",2,1951
"Anand Vihar ISBT",Seelampur,2,1124.25
"DLF Mall of India","Noida City Centre",2,1412.4
Indirapuram,Vaishali,2,490.5
"Sector 45 Gurugram","Botanical Garden",2,2363
"Model Town","Anand Vihar Railway Station",2,515
"Dilshad Garden",Indirapuram,2,1355
Mahipalpur,Akshardham,2,461.5
Aerocity,"Noida Sector 62",2,987
"Airport T3","Kashmere Gate",2,883.5
Dwarka,"Sector 14 Gurugram",2,563.25
Bisrakh,"Greater Kailash",2,938
"Kashmere Gate","Laxmi Nagar",2,1157.55
"Karol Bagh","Film City Noida",2,1012.5
"Mayur Vihar","Sector 56 Gurugram",2,503.8
"Pragati Maidan","Sarojini Nagar",2,807.5
"Sector 29 Gurugram","Nehru Place",2,475
Ecotech,"New Delhi Railway Station",2,909
"Anand Vihar ISBT","Huda City Centre",2,1177
Janakpuri,Bisrakh,2,1578
"Defence Colony","Yamuna Bank",2,756
"Beta 1","MG Road",2,1068.25
Janakpuri,"Noida Sector 76",2,1191.3
"Golf Course Road",Manesar,2,1239.5
AIIMS,"Anand Vihar Railway Station",2,1344
"Golf Course Road","DLF Phase 4",2,748.5
"Wave City Center","Film City Noida",2,780
"Sector 14 Gurugram","Cyber Hub",2,1487.5
"Old Delhi Railway Station","Noida Sector 78",2,328.5
"Sector 45 Gurugram","New Delhi Railway Station",2,383.75
INA,"Pari Chowk",2,835
"Film City Noida","Alpha 1",2,1436.6
"Raj Nagar Extension",Rohini,2,-72
"Chandni Chowk","Mayur Vihar",2,561
"MG Road","Ambience Mall",2,415
"Rajouri Garden","Sector 14 Gurugram",2,1021.2
"DLF Phase 4",Bisrakh,2,1779
Vaishali,Sahibabad,2,1123
"Sector 29 Gurugram","Defence Colony",2,1583.5
"Noida Sector 18",Janakpuri,2,641
"IFFCO Chowk",Akshardham,2,404.6
Dwarka,"Noida Sector 15",2,896
"Noida Sector 37","Malviya Nagar",2,597.5
"Botanical Garden","Noida Sector 37",2,651
"Preet Vihar","Huda City Centre",2,985.6
Akshardham,"DLF Mall of India",2,1686
"Noida Sector 76",Dwarka,2,1049
"New Delhi Railway Station","Green Park",2,326
"Airport T3",Janakpuri,2,501
"Karol Bagh","MG Road",2,2490
"Delta 1","Noida Sector 16",2,457
"Yamuna Bank","Film City Noida",2,529.25
Kaushambi,"Yamuna Bank",2,577.7
"Hauz Khas","Malviya Nagar",2,714.1
"Greater Kailash","Cyber City",2,789.5
"DLF Phase 1","Noida Sector 76",2,1068
"Beta 1",Bisrakh,2,1259
Aerocity,"Gamma 1",2,769.5
"Noida Sector 63","Kashmere Gate",2,463.4
ITO,INA,2,1209
"Green Park","Pari Chowk",2,953
"Ghaziabad Railway Station",Daryaganj,2,1323
"DLF Phase 1","Beta 1",2,1028.5
"Model Town","RK Puram",2,631.5
"DLF Mall of India","Lajpat Nagar",2,540.6
"Preet Vihar",Sahibabad,2,997.5
"Preet Vihar","Greater Noida West",2,655.2
Saket,INA,2,722.5
"Noida Sector 18","DLF Phase 4",2,649.35
"Mayur Vihar","MG Road",2,187.5
Mahipalpur,"Film City Noida",2,1316.8
"Noida Sector 76","Noida Sector 18",2,1689.6
"Dilshad Garden","Delta 1",2,1001.75
"Sarojini Nagar",Manesar,2,458.8
"Sector 29 Gurugram","Laxmi Nagar",2,1748
"Greater Kailash","Sohna Road",2,1180
"Kashmere Gate","DLF Phase 3",2,1345
"IFFCO Chowk","Cyber Hub",2,1029.5
"Noida City Centre",Pitampura,2,1043
ITO,"Yamuna Bank",2,945.5
"Crossings Republik",Pitampura,2,995.75
"Kashmere Gate","Ghaziabad Railway Station",2,607.5
"Noida Sector 78","Noida Sector 15",2,427
"Lajpat Nagar","Malviya Nagar",2,-784
"Ghaziabad Railway Station","Noida Sector 62",2,-234.59999999999997
Rohini,"Nehru Place",2,946.9
"Noida City Centre","Rajouri Garden",2,1602.75
"Pari Chowk","Rajouri Garden",2,613
Dwarka,"MG Road",2,1167
"Greater Noida West","Lajpat Nagar",2,649.5
"Kashmere Gate","Karol Bagh",2,917
"Sarojini Nagar",Pitampura,2,1606
Vaishali,"Mayur Vihar",2,647.8
Kalkaji,"Nehru Place",2,635.5
"Noida Sector 78","Sector 45 Gurugram",2,1468
"IGI Airport T1","Sarojini Nagar",2,1017
Kaushambi,"Raj Nagar Extension",2,828
"Beta 1","Noida Sector 63",2,1316
Kalkaji,"Delta 1",2,408.5
Janakpuri,"DLF Mall of India",2,561
"MG Road","Wave City Center",2,1391.5
Akshardham,"Sector 45 Gurugram",2,1684.8
"Film City Noida",ITO,2,1765
"Lajpat Nagar","Greater Noida West",2,830.5
"Pari Chowk",Mahipalpur,2,709.5
"Dilshad Garden","Ambience Mall",2,1182
"Noida Sector 16","Sarojini Nagar",2,530
Kaushambi,"Noida Sector 16",2,595.5
"IGI Airport T1","Golf Course Road",2,1380.5
"Noida City Centre","Golf Course Road",2,1776
Ecotech,"Udyog Vihar",2,1652.5
"Vasant Kunj","MG Road",2,1023.2
AIIMS,"Mandi House",2,519.5
"Film City Noida","Raj Nagar Extension",2,1120.5
"Sector 45 Gurugram",Aerocity,2,552.3
"RK Puram",Vaishali,2,1178.5
"RK Puram","Udyog Vihar",2,1170.5
"Noida Sector 78",Pitampura,2,-515.5
"Cyber Hub",Manesar,2,900.5
"Greater Kailash","Airport T3",2,929.4
"Malviya Nagar",Janakpuri,2,1268
"DLF Phase 3","Laxmi Nagar",2,2242
"Gamma 1","Hauz Khas",2,864
"New Delhi Railway Station","Yamuna Bank",2,994.5
"Chandni Chowk",Ecotech,2,1050.5
"Green Park","Laxmi Nagar",2,1272.4
"RK Puram","Sarojini Nagar",2,1487.5
Daryaganj,"Red Fort",2,346.25
"Noida Sector 62","Ambience Mall",2,632.5
Manesar,"Noida Sector 63",2,438.3
Janakpuri,Kaushambi,2,227.75
"Nehru Place","Mohan Nagar",2,645.5
"Golf Course Road",Mahipalpur,2,1206
Janakpuri,Surajpur,2,1310.1
"Greater Noida West","Old Delhi Railway Station",2,665
Pitampura,"Sohna Road",2,1883.5
"Anand Vihar Railway Station",Pitampura,2,1032.5
"Noida Sector 37","Knowledge Park",2,958.5
"Noida City Centre",Daryaganj,2,672.5
"Pari Chowk","Ghaziabad Railway Station",2,770
"New Delhi Railway Station","Chandni Chowk",2,879.8
"Dilshad Garden",INA,2,1601.5
"Yamuna Bank","DLF Phase 1",2,1916.6
"Lajpat Nagar",Seelampur,2,1531.25
"Red Fort","Alpha 1",2,1644.5
Aerocity,Indirapuram,2,1347.25
"Sohna Road","Golf Course Road",2,1281.5
"Green Park","IGI Airport T1",2,868.5
"Udyog Vihar","Greater Noida West",2,979
"Red Fort","Raj Nagar Extension",2,1252
"Noida Sector 76",Vasundhara,2,429
"Noida City Centre",Kaushambi,2,637
"Gamma 1","Knowledge Park",2,1664
Rohini,"Knowledge Park",2,1232.5
"Civil Lines","Noida City Centre",2,424
"DLF Mall of India","Pragati Maidan",2,54
Mahipalpur,Vasundhara,2,1026.6
"DLF Phase 2","Noida Sector 137",2,679.5
"Noida Sector 63","Yamuna Bank",2,775.4
Aerocity,"Delta 1",2,838.5
"Kashmere Gate","DLF Mall of India",2,885.75
"Huda City Centre",Sahibabad,2,1330
"Gamma 1","Sarojini Nagar",2,1548.5
"Noida City Centre","Cyber Hub",2,284
"Karol Bagh","Sector 14 Gurugram",2,982.5
"Noida City Centre",AIIMS,2,1724
Mahipalpur,"IGI Airport T1",2,801
"Anand Vihar ISBT","Golf Course Road",2,1168
INA,"Connaught Place",2,1765
ITO,"Karol Bagh",2,955.25
Sahibabad,"Airport T3",2,2051.75
"Yamuna Bank","Airport T3",2,1000
"Vasant Kunj",Aerocity,2,442.5
"Yamuna Bank","Anand Vihar Railway Station",2,1047.5
"Anand Vihar ISBT","Greater Kailash",2,993.25
"Sohna Road","South Extension",2,982
Surajpur,"Anand Vihar ISBT",2,811
"Mohan Nagar","Green Park",2,913
"Dilshad Garden","Noida City Centre",2,1784.5
Sahibabad,Daryaganj,2,892.5
"Green Park","Hauz Khas",2,861
"Dilshad Garden",Kalkaji,2,831
Vasundhara,Manesar,2,944.1
"Nehru Place",Rohini,2,1318
"DLF Phase 3","Noida Sector 78",2,1350
Surajpur,"Crossings Republik",2,1414.5
Pitampura,Kaushambi,2,829.25
"Karol Bagh",Pitampura,2,868.5
"IFFCO Chowk",Kaushambi,2,802.5
"Civil Lines","Old Delhi Railway Station",2,956.5
"Nehru Place","Crossings Republik",2,1223.5
"Film City Noida","New Delhi Railway Station",2,556.5
"Rajouri Garden",Mahipalpur,2,952.1999999999999
"Noida Sector 76","Nehru Place",2,1216.7
"Cyber Hub","Pari Chowk",2,817.5
"Noida Sector 15",Manesar,2,1257.45
Vaishali,Shahdara,2,964.5
"Vasant Kunj","Huda City Centre",2,1338.8
"DLF Phase 1","Malviya Nagar",2,1113.5
"Jama Masjid","Connaught Place",2,1009.5
"Noida Sector 16","Cyber City",2,818
"Kashmere Gate",INA,2,497
Daryaganj,Manesar,2,1257.75
"Sector 45 Gurugram","Raj Nagar Extension",2,1266
"Model Town","Nehru Place",2,-216
"Sarojini Nagar","Yamuna Bank",2,1500.75
"RK Puram","Rajouri Garden",2,936.7
Ecotech,Bisrakh,2,1447.05
AIIMS,"Alpha 1",2,1507
"Old Delhi Railway Station","DLF Phase 4",2,663.75
"Cyber Hub",Loni,2,606
Bisrakh,"Karol Bagh",2,812.5
"Civil Lines","DLF Mall of India",2,949
"Ambience Mall","Defence Colony",2,434.5
"Lajpat Nagar","Noida Sector 16",2,766.65
"Green Park","Nehru Place",2,817
"Noida Sector 37","Film City Noida",2,673.25
"Noida Sector 18","Lajpat Nagar",2,2141.5
"Ghaziabad Railway Station","Noida Sector 137",2,1295.25
Manesar,"South Extension",2,848.9
"Mayur Vihar","Noida Sector 62",2,1527.5
"Nehru Place",Dwarka,2,1209.75
"Sarojini Nagar","Nehru Place",2,1045.75
"Ambience Mall",Janakpuri,2,1284.25
"Botanical Garden","Green Park",2,678
Shahdara,Kalkaji,2,970.6
"Hauz Khas","Rajouri Garden",2,1174.2
Shahdara,"DLF Phase 1",2,817.2
"Sector 29 Gurugram",Dwarka,2,467.5
Manesar,"Chandni Chowk",2,1004.4
Akshardham,"New Delhi Railway Station",2,918.5
"Old Delhi Railway Station","Sector 45 Gurugram",2,2307
"Kashmere Gate","Noida Sector 76",2,1239.25
Akshardham,"RK Puram",2,397.5
"Defence Colony","Airport T3",2,1344.9
Aerocity,"Raj Nagar Extension",2,1108
"Mandi House","Alpha 1",2,344.2
"Gamma 1","Laxmi Nagar",2,427.25
Sahibabad,"Noida Sector 76",2,540.75
"Udyog Vihar","Airport T3",2,904
"Defence Colony","Sarojini Nagar",2,844
Saket,"Noida Sector 37",2,1423.8
"Airport T3","Mohan Nagar",2,1453
"Chandni Chowk","Yamuna Bank",2,873
"Noida Sector 63","Sohna Road",2,655.7
"Malviya Nagar","Noida Sector 78",2,1144.5
Sahibabad,Saket,2,1075.5
"Noida City Centre","Gamma 1",2,825.5
"Nehru Place","Noida Sector 76",2,384
"Anand Vihar ISBT","Yamuna Bank",2,-106.80000000000001
"Logix Mall","Noida Sector 78",2,1305.3
"Model Town","Pragati Maidan",2,-143
"Raj Nagar Extension","Rajouri Garden",2,1514.5
"Noida Sector 137",AIIMS,2,742.1
"Noida City Centre","Karol Bagh",2,1700
Saket,Vasundhara,2,1782.4
Bisrakh,"Red Fort",2,1715
Dwarka,"Nehru Place",2,1544
"Karol Bagh",Vaishali,2,867.9
"DLF Phase 1",INA,2,178
"Sohna Road","Gamma 1",2,771.75
"Ambience Mall",INA,2,727
"Malviya Nagar","Mandi House",2,767.5
"Delta 1",Dwarka,2,1734.75
"IFFCO Chowk","Airport T3",2,622
"Mandi House","Noida Sector 78",2,725.55
"Botanical Garden",Kalkaji,2,861
"Noida Sector 16","Vasant Kunj",2,1241.75
"Jama Masjid",Mahipalpur,2,1518.25
"DLF Phase 1","Nehru Place",2,750
"Airport T3",Kaushambi,2,882.25
"Noida Sector 63","Jama Masjid",2,1306.75
"Ambience Mall","Udyog Vihar",2,369.5
"Pari Chowk","Film City Noida",2,978.5
"Lajpat Nagar","Beta 1",2,612.2
"Golf Course Road","Sector 56 Gurugram",2,519.6
Surajpur,Akshardham,2,1671
"Mandi House","Sector 14 Gurugram",2,1112.2
"Botanical Garden","DLF Phase 2",2,1231.5
Manesar,Vasundhara,2,657
"Ghaziabad Railway Station","Golf Course Road",2,2331
INA,"MG Road",2,532.25
"Noida Sector 37",ITO,2,2220
"Alpha 1","Lajpat Nagar",2,1227.5
"Noida Sector 76","Beta 1",2,1038.25
"Pari Chowk",INA,2,1079.5
Vasundhara,Mahipalpur,2,688
Vasundhara,"Green Park",2,997.5
"Karol Bagh","Kashmere Gate",2,1623.2
Rohini,"Karol Bagh",2,688.75
"Pari Chowk",Aerocity,2,208.8
"Civil Lines","Anand Vihar Railway Station",2,766.2
"Old Delhi Railway Station","Noida Sector 62",2,1456
Janakpuri,"Kashmere Gate",2,617
"Mohan Nagar","Chandni Chowk",2,1257
Ecotech,"DLF Phase 1",2,896
"Karol Bagh","IGI Airport T1",2,1177.5
"Noida Sector 63","South Extension",2,867.7
AIIMS,"Noida Sector 78",2,581.5
AIIMS,"Logix Mall",2,430.5
"Preet Vihar",Rohini,2,332.5
"IGI Airport T1","DLF Phase 4",2,1228
"Knowledge Park",Akshardham,2,462.5
"Sector 56 Gurugram","Noida Sector 63",2,585.6
"Anand Vihar Railway Station","Sector 29 Gurugram",2,999.25
Dwarka,"Noida Sector 63",2,-64
Kaushambi,Vaishali,2,1023.75
"Hauz Khas",Kalkaji,2,377
Loni,"Vasant Kunj",2,2327.25
"Rajouri Garden","New Delhi Railway Station",2,988.5
"Greater Noida West","Noida Sector 137",2,814.6
"DLF Phase 3","Dilshad Garden",2,1695
Pitampura,Akshardham,2,700.5
"Raj Nagar Extension","Noida Sector 78",2,989.8
"Sarojini Nagar","Noida Sector 37",2,1558
"Ambience Mall","Sector 14 Gurugram",2,1083.5
"Cyber City","Jama Masjid",2,1229.5
"Raj Nagar Extension",Mahipalpur,2,837
"Old Delhi Railway Station","Beta 1",2,1495.5
Vaishali,"New Delhi Railway Station",2,773.5
"Noida Sector 15",Akshardham,2,1474
"Delta 1","Beta 1",2,1993.5
"Sector 45 Gurugram",Saket,2,1483
"DLF Phase 2","Wave City Center",2,592.3
"Film City Noida","Anand Vihar ISBT",2,1563.5
"Connaught Place","Nehru Place",2,827.5
"Noida City Centre","Airport T3",2,1188.5
"Preet Vihar","Botanical Garden",2,960.5
"Beta 1",ITO,2,1430.4
"Sector 14 Gurugram","Sarojini Nagar",2,1046.5
"Sohna Road","IFFCO Chowk",2,981
Rohini,"Defence Colony",2,2304
"Karol Bagh",Vasundhara,2,669.6
"Golf Course Road",INA,2,351.5
"Mandi House","Dilshad Garden",2,1014.75
Mahipalpur,"Alpha 1",2,826.4
"Mohan Nagar",Dwarka,2,785.4000000000001
"DLF Phase 4","Noida Sector 37",2,1205.75
"DLF Phase 4","Anand Vihar Railway Station",2,661.5
"Noida City Centre","Ambience Mall",2,849
"DLF Phase 1","Anand Vihar ISBT",2,642.2
"Kashmere Gate","Noida City Centre",2,644.5
"Yamuna Bank",Janakpuri,2,1233
"Huda City Centre","Crossings Republik",2,1234.9
"Old Delhi Railway Station","Noida Sector 18",2,1573.5
AIIMS,Seelampur,2,671.25
Mahipalpur,"Sohna Road",2,1006.5
"Greater Noida West","IFFCO Chowk",2,471.5
"Cyber City","Noida Sector 78",2,1663.5
"Airport T3","Rajouri Garden",2,727
Dwarka,"DLF Phase 3",2,428
Rohini,"Botanical Garden",2,766.5
"DLF Phase 4","Noida City Centre",2,1530.25
Shahdara,"Botanical Garden",2,1334
Pitampura,INA,2,752.5
"Udyog Vihar","Noida Sector 37",2,624
"Cyber City",Mahipalpur,2,1016.5
"Malviya Nagar",Rohini,2,1391
"Noida Sector 137","Mayur Vihar",2,740.5
Kaushambi,"Vasant Kunj",2,1029
"IFFCO Chowk","Defence Colony",2,1328
"Green Park",Bisrakh,2,1095.25
Rohini,Aerocity,2,1580
Saket,"Rajouri Garden",2,648.2
"Noida Sector 76",Ecotech,2,1665
"Defence Colony","Ambience Mall",2,1520
"Ambience Mall","Yamuna Bank",2,-240.5
INA,Seelampur,2,1106
Akshardham,Janakpuri,2,1871
"Mohan Nagar","Huda City Centre",2,385.6
"Huda City Centre","Red Fort",2,933
"Logix Mall","Civil Lines",2,875
Rohini,"Jama Masjid",2,694
Mahipalpur,"DLF Phase 4",2,878.8
"Noida Sector 137",Janakpuri,2,1899.75
"Cyber Hub","Film City Noida",2,897.5
"Rajouri Garden",Rohini,2,572.5
"Old Delhi Railway Station","Cyber Hub",2,454
"Crossings Republik","Chandni Chowk",2,536.5
"Beta 1",Sahibabad,2,552.5
"Crossings Republik",Seelampur,2,1571.6
"Noida Sector 37",Aerocity,2,619.8
"Old Delhi Railway Station","Knowledge Park",2,861
"Noida Sector 18","Ghaziabad Railway Station",2,-404
"Vasant Kunj","IGI Airport T1",2,785.7
Mahipalpur,"Golf Course Road",2,1344.5
"Sector 56 Gurugram","Cyber City",2,795.5
"DLF Phase 2",Indirapuram,2,740.7
Bisrakh,ITO,2,642.8
"Vasant Kunj","Cyber Hub",2,1179.5
"Anand Vihar Railway Station","Greater Noida West",2,1005.45
"Pragati Maidan",Loni,2,817.5
Indirapuram,"South Extension",2,1118.8
Akshardham,Bisrakh,2,706
"Sector 45 Gurugram",Pitampura,2,1107.5
"Anand Vihar Railway Station","Sector 45 Gurugram",2,872.5
"Noida Sector 76","Crossings Republik",2,1291
"Noida City Centre","Noida Sector 16",2,754.2
"Pari Chowk","DLF Phase 2",2,492.5
"DLF Phase 1","Alpha 1",2,805.2
"Beta 1","Nehru Place",2,625
Shahdara,"Preet Vihar",2,706
"Sector 29 Gurugram","Sector 14 Gurugram",2,1019.25
"Noida City Centre","Noida Sector 15",2,2411.25
"Sohna Road","Yamuna Bank",2,1580.25
"Defence Colony",INA,2,1048
Indirapuram,"Cyber City",2,446.5
"Noida Sector 16","Crossings Republik",2,950
"Ghaziabad Railway Station",INA,2,816
"Cyber Hub","Gamma 1",2,1389
"Pari Chowk",Pitampura,2,800.4
"Alpha 1","Noida Sector 137",2,1319.4
"Mohan Nagar","DLF Phase 1",2,910.7
Mahipalpur,"Delta 1",2,1043.5
"Anand Vihar ISBT","Red Fort",2,735.2
"MG Road","Delta 1",2,987
Loni,"Laxmi Nagar",2,1090.5
"Ghaziabad Railway Station","Mohan Nagar",2,998
"Sector 56 Gurugram","Yamuna Bank",2,876
"Greater Kailash","Sector 29 Gurugram",2,1175.75
"Vasant Kunj","Noida Sector 37",2,1581.75
"Airport T3","Huda City Centre",2,608
"Noida City Centre","Beta 1",2,647.5
"Cyber City","Dilshad Garden",2,-278.20000000000005
"Vasant Kunj","Malviya Nagar",2,1636.5
"Knowledge Park","Logix Mall",2,1315.7
"Chandni Chowk","Gamma 1",2,868
"Rajouri Garden","Huda City Centre",2,940.8
"Preet Vihar","Connaught Place",2,1459
"Greater Kailash",Daryaganj,2,1286
"DLF Phase 4","Kashmere Gate",2,1640.5
"RK Puram",Sahibabad,2,948
"MG Road","Civil Lines",2,-1170.5
ITO,"Huda City Centre",2,862
"Golf Course Road","Green Park",2,508.7
"New Delhi Railway Station","Alpha 1",2,748.3
"RK Puram","Delta 1",2,751.5
"Model Town","IFFCO Chowk",2,986.2
Indirapuram,"Crossings Republik",2,1251.25
"Alpha 1","Delta 1",2,685.65
"Huda City Centre","Pari Chowk",2,668.7
"Wave City Center","Yamuna Bank",2,922
"DLF Phase 2",Kaushambi,2,1591.5
ITO,"Mayur Vihar",2,1639.5
Mahipalpur,"Pragati Maidan",2,1725.75
"Sarojini Nagar","Sector 45 Gurugram",2,1242
Janakpuri,Loni,2,479.4
"Raj Nagar Extension",Indirapuram,2,1048.5
ITO,"Alpha 1",2,934.25
"Delta 1","Noida Sector 78",2,289.3
Saket,Akshardham,2,670
Sahibabad,Kaushambi,2,679.5
Aerocity,AIIMS,2,2080
"Vasant Kunj",Janakpuri,2,1143.25
ITO,"Beta 1",2,1025.5
"Knowledge Park","Noida Sector 76",2,1186.5
"DLF Phase 3","Sector 29 Gurugram",2,892.5
"Noida Sector 137",Bisrakh,2,2184.5
"Knowledge Park","Noida City Centre",2,760.8
Indirapuram,"Hauz Khas",2,1613
"Defence Colony",Kaushambi,2,1154.4
Daryaganj,"Sohna Road",2,754.1
Saket,"Greater Kailash",2,1323
"South Extension","Vasant Kunj",2,2158
"Ambience Mall","Cyber City",2,653.7
"Defence Colony","South Extension",2,1301.8
"Golf Course Road","Old Delhi Railway Station",2,788
Pitampura,Vaishali,2,2229.75
"Ghaziabad Railway Station","Karol Bagh",2,787.5
"Yamuna Bank","Dilshad Garden",2,579.5
"IFFCO Chowk","Noida Sector 18",2,854
"Noida Sector 76","Sector 14 Gurugram",2,1489.8
"Ambience Mall","DLF Phase 3",2,971
Seelampur,"South Extension",2,579
"Noida Sector 16","Mandi House",2,1224
"Ghaziabad Railway Station","Ambience Mall",2,384
"Noida Sector 78","Noida Sector 18",2,558.25
Aerocity,"Rajouri Garden",2,2206
"South Extension","Noida Sector 37",2,1009.8
"Ghaziabad Railway Station","Lajpat Nagar",2,695.5
Rohini,"Mohan Nagar",2,-402.5
"DLF Phase 1","RK Puram",2,1087
"Sector 45 Gurugram","Yamuna Bank",2,509
"Noida Sector 137","Noida Sector 63",2,1255
Kalkaji,"Jama Masjid",2,663
Surajpur,"Connaught Place",2,484
"Pragati Maidan","Kashmere Gate",2,618.6
Surajpur,"Malviya Nagar",2,813
"DLF Mall of India","Delta 1",2,1155.45
Sahibabad,"Greater Kailash",2,496.75
"Sector 29 Gurugram",Kaushambi,2,1171.5
"Knowledge Park","Mayur Vihar",2,833
"Vasant Kunj","Pari Chowk",2,1374.8
Saket,"Wave City Center",2,1509.75
"Noida Sector 63","Chandni Chowk",2,1359
Vaishali,Seelampur,2,862.75
"Wave City Center",Surajpur,2,934.5
ITO,"Vasant Kunj",2,1082
"Noida Sector 137","Laxmi Nagar",2,1024
"DLF Phase 3","Chandni Chowk",2,639.75
"Knowledge Park","Botanical Garden",2,742.5
ITO,"Greater Kailash",2,682.5
"Jama Masjid",Vaishali,2,748.8
"Noida Sector 76","Delta 1",2,601
"Noida Sector 63","Model Town",2,1262.2
Loni,"Malviya Nagar",2,692
"Noida Sector 137","Sohna Road",2,1239
"DLF Phase 2","Gamma 1",2,804
"Model Town","Green Park",2,1273.8
Janakpuri,"Beta 1",2,928.5
"RK Puram","Logix Mall",2,1287
"South Extension","Noida Sector 137",2,1350
"IGI Airport T1","Sector 56 Gurugram",2,706
"Logix Mall","Mayur Vihar",2,-424
"Noida City Centre",Indirapuram,2,1008.1
"MG Road","Botanical Garden",2,692.5
"Greater Kailash","Hauz Khas",2,700
"Noida Sector 78","Sector 29 Gurugram",2,972
Aerocity,"Yamuna Bank",2,1095.6
"Laxmi Nagar",Surajpur,2,1499
"Karol Bagh","Udyog Vihar",2,244.5
"Knowledge Park","Crossings Republik",2,2017
Bisrakh,"Dilshad Garden",2,647.5
"Crossings Republik","Anand Vihar Railway Station",2,1104
Pitampura,"Noida Sector 78",2,966.5
"Gamma 1","Wave City Center",2,767.5
"Noida Sector 16",Indirapuram,2,1459.5
"Greater Kailash","Noida Sector 62",2,839
"DLF Phase 3","Pari Chowk",2,1166.5
"Model Town","Sector 45 Gurugram",2,755
"Cyber City","Noida Sector 15",2,547.5
"Kashmere Gate","Noida Sector 18",2,840.7
"Defence Colony","Noida Sector 37",2,678
Sahibabad,"Pari Chowk",2,535.5
Vasundhara,Surajpur,2,526.7
"Nehru Place","Noida Sector 62",2,570
Sahibabad,Shahdara,2,1000.75
"RK Puram","Mohan Nagar",2,1554
"Green Park","Civil Lines",2,697.4
"Vasant Kunj","DLF Mall of India",2,330.15
"RK Puram",ITO,2,739
"DLF Phase 4","Greater Noida West",2,1224
Sahibabad,"Raj Nagar Extension",2,1059.4
Vaishali,"Huda City Centre",2,1622
"Gamma 1",Bisrakh,2,407.25
"Noida Sector 63",Daryaganj,2,822.75
"DLF Phase 1",Sahibabad,2,963.7
"DLF Phase 4",Aerocity,2,782
"Noida Sector 16","Delta 1",2,1436.3
Rohini,"Wave City Center",2,1009
"Gamma 1","Noida Sector 37",2,1255.75
"Kashmere Gate",Vasundhara,2,1023
"Pragati Maidan",Vasundhara,2,1057.35
Shahdara,"Gamma 1",2,1377
"South Extension","Sector 29 Gurugram",2,936.4
"Logix Mall",Shahdara,2,557.9
"Botanical Garden","IFFCO Chowk",2,1233
"Green Park",Dwarka,2,1292.85
"Anand Vihar Railway Station","Nehru Place",2,1015
"DLF Phase 2","Dilshad Garden",2,1689.4
